filepath,label,split,source_label,is_silence,start_sample
D:\CVprojects\DL-Project\data\stop\0227998e_nohash_1.wav,stop,train,stop,0,0
D:\CVprojects\DL-Project\data\yes\a331d9cb_nohash_0.wav,yes,train,yes,0,0
D:\CVprojects\DL-Project\data\yes\73124b26_nohash_2.wav,yes,train,yes,0,0
D:\CVprojects\DL-Project\data\down\6fca237d_nohash_0.wav,down,train,down,0,0
D:\CVprojects\DL-Project\data\go\3291330e_nohash_2.wav,go,train,go,0,0
D:\CVprojects\DL-Project\data\stop\472b8045_nohash_1.wav,stop,train,stop,0,0
D:\CVprojects\DL-Project\data\left\e4be0cf6_nohash_3.wav,left,train,left,0,0
D:\CVprojects\DL-Project\data\left\695c2127_nohash_0.wav,left,train,left,0,0
D:\CVprojects\DL-Project\data\no\d9aa8c90_nohash_3.wav,no,train,no,0,0
D:\CVprojects\DL-Project\data\up\7f9eb952_nohash_1.wav,up,train,up,0,0
D:\CVprojects\DL-Project\data\one\4a1e736b_nohash_4.wav,unknown,train,one,0,0
D:\CVprojects\DL-Project\data\up\0b7ee1a0_nohash_4.wav,up,train,up,0,0
D:\CVprojects\DL-Project\data\stop\9ff2d2f4_nohash_0.wav,stop,train,stop,0,0
D:\CVprojects\DL-Project\data\four\05b2db80_nohash_1.wav,unknown,train,four,0,0
D:\CVprojects\DL-Project\data\right\cb2929ce_nohash_6.wav,right,train,right,0,0
D:\CVprojects\DL-Project\data\right\15dd287d_nohash_3.wav,right,train,right,0,0
D:\CVprojects\DL-Project\data\go\bc065a17_nohash_0.wav,go,train,go,0,0
D:\CVprojects\DL-Project\data\down\012187a4_nohash_0.wav,down,train,down,0,0
D:\CVprojects\DL-Project\data\wow\88e85150_nohash_0.wav,unknown,train,wow,0,0
D:\CVprojects\DL-Project\data\left\c0cb43d6_nohash_0.wav,left,train,left,0,0
D:\CVprojects\DL-Project\data\five\0b56bcfe_nohash_0.wav,unknown,train,five,0,0
D:\CVprojects\DL-Project\data\down\3d53244b_nohash_0.wav,down,train,down,0,0
D:\CVprojects\DL-Project\data\seven\65f2531f_nohash_0.wav,unknown,train,seven,0,0
D:\CVprojects\DL-Project\data\off\9e44aca3_nohash_0.wav,off,train,off,0,0
D:\CVprojects\DL-Project\data\_background_noise_\white_noise.wav,silence,train,_background_noise_,1,697298
D:\CVprojects\DL-Project\data\seven\578d3efb_nohash_1.wav,unknown,train,seven,0,0
D:\CVprojects\DL-Project\data\left\a77fbcfd_nohash_3.wav,left,train,left,0,0
D:\CVprojects\DL-Project\data\bed\c0fb6812_nohash_0.wav,unknown,train,bed,0,0
D:\CVprojects\DL-Project\data\off\57b68383_nohash_1.wav,off,train,off,0,0
D:\CVprojects\DL-Project\data\right\de650823_nohash_0.wav,right,train,right,0,0
D:\CVprojects\DL-Project\data\zero\fa57ab3b_nohash_4.wav,unknown,train,zero,0,0
D:\CVprojects\DL-Project\data\yes\91942e89_nohash_0.wav,yes,train,yes,0,0
D:\CVprojects\DL-Project\data\on\3ab9ba07_nohash_0.wav,on,train,on,0,0
D:\CVprojects\DL-Project\data\down\1496195a_nohash_3.wav,down,train,down,0,0
D:\CVprojects\DL-Project\data\no\f0ac2522_nohash_0.wav,no,train,no,0,0
D:\CVprojects\DL-Project\data\_background_noise_\white_noise.wav,silence,train,_background_noise_,1,835750
D:\CVprojects\DL-Project\data\no\cc6ee39b_nohash_0.wav,no,train,no,0,0
D:\CVprojects\DL-Project\data\no\c741d0df_nohash_0.wav,no,train,no,0,0
D:\CVprojects\DL-Project\data\go\eaa83485_nohash_0.wav,go,train,go,0,0
D:\CVprojects\DL-Project\data\_background_noise_\doing_the_dishes.wav,silence,train,_background_noise_,1,69926
D:\CVprojects\DL-Project\data\go\cce7416f_nohash_6.wav,go,train,go,0,0
D:\CVprojects\DL-Project\data\stop\229978fd_nohash_1.wav,stop,train,stop,0,0
D:\CVprojects\DL-Project\data\stop\8a194ee6_nohash_1.wav,stop,train,stop,0,0
D:\CVprojects\DL-Project\data\go\10467b06_nohash_0.wav,go,train,go,0,0
D:\CVprojects\DL-Project\data\on\413bcfe1_nohash_0.wav,on,train,on,0,0
D:\CVprojects\DL-Project\data\go\1c76f5f3_nohash_1.wav,go,train,go,0,0
D:\CVprojects\DL-Project\data\two\9efe5140_nohash_1.wav,unknown,train,two,0,0
D:\CVprojects\DL-Project\data\_background_noise_\exercise_bike.wav,silence,train,_background_noise_,1,546660
D:\CVprojects\DL-Project\data\down\a045368c_nohash_3.wav,down,train,down,0,0
D:\CVprojects\DL-Project\data\up\c6a23ff5_nohash_0.wav,up,train,up,0,0
D:\CVprojects\DL-Project\data\off\472b8045_nohash_3.wav,off,train,off,0,0
D:\CVprojects\DL-Project\data\go\2aec99ec_nohash_0.wav,go,train,go,0,0
D:\CVprojects\DL-Project\data\zero\d278d8ef_nohash_2.wav,unknown,train,zero,0,0
D:\CVprojects\DL-Project\data\go\ac899eb7_nohash_0.wav,go,train,go,0,0
D:\CVprojects\DL-Project\data\on\122c5aa7_nohash_1.wav,on,train,on,0,0
D:\CVprojects\DL-Project\data\no\e9abfe31_nohash_1.wav,no,train,no,0,0
D:\CVprojects\DL-Project\data\go\3983ba0d_nohash_2.wav,go,train,go,0,0
D:\CVprojects\DL-Project\data\forward\18e910f4_nohash_0.wav,unknown,train,forward,0,0
D:\CVprojects\DL-Project\data\tree\13dce503_nohash_0.wav,unknown,train,tree,0,0
D:\CVprojects\DL-Project\data\go\21832144_nohash_1.wav,go,train,go,0,0
D:\CVprojects\DL-Project\data\yes\b46e8153_nohash_0.wav,yes,train,yes,0,0
D:\CVprojects\DL-Project\data\yes\3b3d2f59_nohash_3.wav,yes,train,yes,0,0
D:\CVprojects\DL-Project\data\on\d926bb17_nohash_0.wav,on,train,on,0,0
D:\CVprojects\DL-Project\data\on\0a5636ca_nohash_2.wav,on,train,on,0,0
D:\CVprojects\DL-Project\data\up\eefd26f3_nohash_0.wav,up,train,up,0,0
D:\CVprojects\DL-Project\data\left\b9cccd01_nohash_0.wav,left,train,left,0,0
D:\CVprojects\DL-Project\data\off\339f2c5c_nohash_0.wav,off,train,off,0,0
D:\CVprojects\DL-Project\data\stop\d98dd124_nohash_3.wav,stop,train,stop,0,0
D:\CVprojects\DL-Project\data\off\654772d3_nohash_1.wav,off,train,off,0,0
D:\CVprojects\DL-Project\data\on\4995d875_nohash_2.wav,on,train,on,0,0
D:\CVprojects\DL-Project\data\right\c5a1e46c_nohash_2.wav,right,train,right,0,0
D:\CVprojects\DL-Project\data\left\5a5721f8_nohash_1.wav,left,train,left,0,0
D:\CVprojects\DL-Project\data\stop\afb9e62e_nohash_0.wav,stop,train,stop,0,0
D:\CVprojects\DL-Project\data\learn\dd664d92_nohash_0.wav,unknown,train,learn,0,0
D:\CVprojects\DL-Project\data\_background_noise_\pink_noise.wav,silence,train,_background_noise_,1,142371
D:\CVprojects\DL-Project\data\on\06f6c194_nohash_2.wav,on,train,on,0,0
D:\CVprojects\DL-Project\data\down\10ace7eb_nohash_1.wav,down,train,down,0,0
D:\CVprojects\DL-Project\data\left\559bc36a_nohash_0.wav,left,train,left,0,0
D:\CVprojects\DL-Project\data\stop\61ab8fbc_nohash_1.wav,stop,train,stop,0,0
D:\CVprojects\DL-Project\data\six\0137b3f4_nohash_3.wav,unknown,train,six,0,0
D:\CVprojects\DL-Project\data\go\226537ab_nohash_1.wav,go,train,go,0,0
D:\CVprojects\DL-Project\data\go\08ab231c_nohash_1.wav,go,train,go,0,0
D:\CVprojects\DL-Project\data\right\ef3367d9_nohash_0.wav,right,train,right,0,0
D:\CVprojects\DL-Project\data\go\1b627376_nohash_0.wav,go,train,go,0,0
D:\CVprojects\DL-Project\data\yes\07c5129e_nohash_0.wav,yes,train,yes,0,0
D:\CVprojects\DL-Project\data\no\e2362167_nohash_0.wav,no,train,no,0,0
D:\CVprojects\DL-Project\data\on\377e916b_nohash_0.wav,on,train,on,0,0
D:\CVprojects\DL-Project\data\down\8bf6acb9_nohash_0.wav,down,train,down,0,0
D:\CVprojects\DL-Project\data\left\7ea032f3_nohash_0.wav,left,train,left,0,0
D:\CVprojects\DL-Project\data\learn\a2cc5444_nohash_1.wav,unknown,train,learn,0,0
D:\CVprojects\DL-Project\data\dog\c633a455_nohash_0.wav,unknown,train,dog,0,0
D:\CVprojects\DL-Project\data\yes\695c2127_nohash_1.wav,yes,train,yes,0,0
D:\CVprojects\DL-Project\data\off\3847619e_nohash_1.wav,off,train,off,0,0
D:\CVprojects\DL-Project\data\eight\31267b59_nohash_1.wav,unknown,train,eight,0,0
D:\CVprojects\DL-Project\data\on\b843de62_nohash_0.wav,on,train,on,0,0
D:\CVprojects\DL-Project\data\up\4b3a7ad5_nohash_1.wav,up,train,up,0,0
D:\CVprojects\DL-Project\data\right\1eddce1d_nohash_0.wav,right,train,right,0,0
D:\CVprojects\DL-Project\data\left\0819edb0_nohash_0.wav,left,train,left,0,0
D:\CVprojects\DL-Project\data\left\6b7d5101_nohash_0.wav,left,train,left,0,0
D:\CVprojects\DL-Project\data\go\1a994c9f_nohash_1.wav,go,train,go,0,0
D:\CVprojects\DL-Project\data\up\b69002d4_nohash_1.wav,up,train,up,0,0
D:\CVprojects\DL-Project\data\yes\2748cce7_nohash_0.wav,yes,train,yes,0,0
D:\CVprojects\DL-Project\data\off\5ebc1cda_nohash_7.wav,off,train,off,0,0
D:\CVprojects\DL-Project\data\down\d0ce2418_nohash_0.wav,down,train,down,0,0
D:\CVprojects\DL-Project\data\stop\24a3e589_nohash_1.wav,stop,train,stop,0,0
D:\CVprojects\DL-Project\data\stop\8e05039f_nohash_0.wav,stop,train,stop,0,0
D:\CVprojects\DL-Project\data\go\c1d39ce8_nohash_6.wav,go,train,go,0,0
D:\CVprojects\DL-Project\data\no\61e2f74f_nohash_4.wav,no,train,no,0,0
D:\CVprojects\DL-Project\data\two\5e033479_nohash_1.wav,unknown,train,two,0,0
D:\CVprojects\DL-Project\data\down\1d919a90_nohash_1.wav,down,train,down,0,0
D:\CVprojects\DL-Project\data\stop\1ecfb537_nohash_4.wav,stop,train,stop,0,0
D:\CVprojects\DL-Project\data\on\3b3d2f59_nohash_3.wav,on,train,on,0,0
D:\CVprojects\DL-Project\data\yes\9aa21fa9_nohash_0.wav,yes,train,yes,0,0
D:\CVprojects\DL-Project\data\down\dea820ce_nohash_0.wav,down,train,down,0,0
D:\CVprojects\DL-Project\data\no\2fee065a_nohash_4.wav,no,train,no,0,0
D:\CVprojects\DL-Project\data\on\43b85b64_nohash_0.wav,on,train,on,0,0
D:\CVprojects\DL-Project\data\off\b8874962_nohash_3.wav,off,train,off,0,0
D:\CVprojects\DL-Project\data\yes\2197f41c_nohash_2.wav,yes,train,yes,0,0
D:\CVprojects\DL-Project\data\off\a759efbc_nohash_0.wav,off,train,off,0,0
D:\CVprojects\DL-Project\data\four\fe5c4a7a_nohash_0.wav,unknown,train,four,0,0
D:\CVprojects\DL-Project\data\yes\e4200516_nohash_1.wav,yes,train,yes,0,0
D:\CVprojects\DL-Project\data\right\9aa21fa9_nohash_2.wav,right,train,right,0,0
D:\CVprojects\DL-Project\data\stop\0d90d8e1_nohash_2.wav,stop,train,stop,0,0
D:\CVprojects\DL-Project\data\off\ec201020_nohash_1.wav,off,train,off,0,0
D:\CVprojects\DL-Project\data\on\81332c92_nohash_3.wav,on,train,on,0,0
D:\CVprojects\DL-Project\data\backward\5cf1ecce_nohash_0.wav,unknown,train,backward,0,0
D:\CVprojects\DL-Project\data\stop\513aeddf_nohash_0.wav,stop,train,stop,0,0
D:\CVprojects\DL-Project\data\yes\78884794_nohash_0.wav,yes,train,yes,0,0
D:\CVprojects\DL-Project\data\off\e6327279_nohash_2.wav,off,train,off,0,0
D:\CVprojects\DL-Project\data\left\650daf8e_nohash_0.wav,left,train,left,0,0
D:\CVprojects\DL-Project\data\eight\ab5ae445_nohash_0.wav,unknown,train,eight,0,0
D:\CVprojects\DL-Project\data\eight\9a4d12fd_nohash_0.wav,unknown,train,eight,0,0
D:\CVprojects\DL-Project\data\no\5b09db89_nohash_2.wav,no,train,no,0,0
D:\CVprojects\DL-Project\data\off\3589bc72_nohash_2.wav,off,train,off,0,0
D:\CVprojects\DL-Project\data\two\3bc21161_nohash_0.wav,unknown,train,two,0,0
D:\CVprojects\DL-Project\data\_background_noise_\pink_noise.wav,silence,train,_background_noise_,1,174444
D:\CVprojects\DL-Project\data\on\d9aa8c90_nohash_2.wav,on,train,on,0,0
D:\CVprojects\DL-Project\data\down\616420be_nohash_0.wav,down,train,down,0,0
D:\CVprojects\DL-Project\data\up\6ace4fe1_nohash_1.wav,up,train,up,0,0
D:\CVprojects\DL-Project\data\left\ec201020_nohash_3.wav,left,train,left,0,0
D:\CVprojects\DL-Project\data\right\f174517e_nohash_1.wav,right,train,right,0,0
D:\CVprojects\DL-Project\data\go\ef3367d9_nohash_4.wav,go,train,go,0,0
D:\CVprojects\DL-Project\data\off\6969e51a_nohash_2.wav,off,train,off,0,0
D:\CVprojects\DL-Project\data\no\a1c63f25_nohash_0.wav,no,train,no,0,0
D:\CVprojects\DL-Project\data\off\c1d39ce8_nohash_4.wav,off,train,off,0,0
D:\CVprojects\DL-Project\data\no\211b928a_nohash_2.wav,no,train,no,0,0
D:\CVprojects\DL-Project\data\left\421ed23f_nohash_1.wav,left,train,left,0,0
D:\CVprojects\DL-Project\data\stop\17cc40ee_nohash_1.wav,stop,train,stop,0,0
D:\CVprojects\DL-Project\data\_background_noise_\pink_noise.wav,silence,train,_background_noise_,1,606224
D:\CVprojects\DL-Project\data\yes\5f9cd2eb_nohash_4.wav,yes,train,yes,0,0
D:\CVprojects\DL-Project\data\sheila\a8cb6dda_nohash_0.wav,unknown,train,sheila,0,0
D:\CVprojects\DL-Project\data\yes\d5dd88da_nohash_0.wav,yes,train,yes,0,0
D:\CVprojects\DL-Project\data\yes\8a28231e_nohash_2.wav,yes,train,yes,0,0
D:\CVprojects\DL-Project\data\down\a527cb3c_nohash_0.wav,down,train,down,0,0
D:\CVprojects\DL-Project\data\yes\f0659908_nohash_0.wav,yes,train,yes,0,0
D:\CVprojects\DL-Project\data\left\e4b02540_nohash_0.wav,left,train,left,0,0
D:\CVprojects\DL-Project\data\four\a8f45bdc_nohash_0.wav,unknown,train,four,0,0
D:\CVprojects\DL-Project\data\two\4a1e736b_nohash_2.wav,unknown,train,two,0,0
D:\CVprojects\DL-Project\data\no\e9abfe31_nohash_0.wav,no,train,no,0,0
D:\CVprojects\DL-Project\data\go\1d1fe0a0_nohash_0.wav,go,train,go,0,0
D:\CVprojects\DL-Project\data\on\0ba018fc_nohash_2.wav,on,train,on,0,0
D:\CVprojects\DL-Project\data\_background_noise_\white_noise.wav,silence,train,_background_noise_,1,748022
D:\CVprojects\DL-Project\data\four\c5a1e46c_nohash_2.wav,unknown,train,four,0,0
D:\CVprojects\DL-Project\data\go\5f5eef60_nohash_2.wav,go,train,go,0,0
D:\CVprojects\DL-Project\data\three\af6fbbf5_nohash_3.wav,unknown,train,three,0,0
D:\CVprojects\DL-Project\data\seven\4407ba92_nohash_1.wav,unknown,train,seven,0,0
D:\CVprojects\DL-Project\data\forward\27c24504_nohash_2.wav,unknown,train,forward,0,0
D:\CVprojects\DL-Project\data\on\81332c92_nohash_2.wav,on,train,on,0,0
D:\CVprojects\DL-Project\data\left\8f0d3c27_nohash_0.wav,left,train,left,0,0
D:\CVprojects\DL-Project\data\off\327289eb_nohash_2.wav,off,train,off,0,0
D:\CVprojects\DL-Project\data\no\472b8045_nohash_1.wav,no,train,no,0,0
D:\CVprojects\DL-Project\data\left\e805a617_nohash_0.wav,left,train,left,0,0
D:\CVprojects\DL-Project\data\_background_noise_\dude_miaowing.wav,silence,train,_background_noise_,1,336467
D:\CVprojects\DL-Project\data\house\1c84a139_nohash_0.wav,unknown,train,house,0,0
D:\CVprojects\DL-Project\data\_background_noise_\doing_the_dishes.wav,silence,train,_background_noise_,1,190378
D:\CVprojects\DL-Project\data\stop\42f81601_nohash_3.wav,stop,train,stop,0,0
D:\CVprojects\DL-Project\data\right\99fad6a0_nohash_0.wav,right,train,right,0,0
D:\CVprojects\DL-Project\data\left\035de8fe_nohash_0.wav,left,train,left,0,0
D:\CVprojects\DL-Project\data\yes\833d9f56_nohash_3.wav,yes,train,yes,0,0
D:\CVprojects\DL-Project\data\right\7213ed54_nohash_0.wav,right,train,right,0,0
D:\CVprojects\DL-Project\data\_background_noise_\running_tap.wav,silence,train,_background_noise_,1,862529
D:\CVprojects\DL-Project\data\yes\bde0f20a_nohash_0.wav,yes,train,yes,0,0
D:\CVprojects\DL-Project\data\six\e53139ad_nohash_2.wav,unknown,train,six,0,0
D:\CVprojects\DL-Project\data\no\ec989d6d_nohash_0.wav,no,train,no,0,0
D:\CVprojects\DL-Project\data\six\131e738d_nohash_3.wav,unknown,train,six,0,0
D:\CVprojects\DL-Project\data\on\3d9bbe2d_nohash_2.wav,on,train,on,0,0
D:\CVprojects\DL-Project\data\_background_noise_\dude_miaowing.wav,silence,train,_background_noise_,1,151286
D:\CVprojects\DL-Project\data\right\2bdbe5f7_nohash_1.wav,right,train,right,0,0
D:\CVprojects\DL-Project\data\six\eeaf97c3_nohash_2.wav,unknown,train,six,0,0
D:\CVprojects\DL-Project\data\left\26e573a9_nohash_0.wav,left,train,left,0,0
D:\CVprojects\DL-Project\data\right\f9bdf10e_nohash_0.wav,right,train,right,0,0
D:\CVprojects\DL-Project\data\on\4cb874bb_nohash_0.wav,on,train,on,0,0
D:\CVprojects\DL-Project\data\bird\4bb1244f_nohash_1.wav,unknown,train,bird,0,0
D:\CVprojects\DL-Project\data\up\03431e13_nohash_2.wav,up,train,up,0,0
D:\CVprojects\DL-Project\data\on\6c429c7b_nohash_2.wav,on,train,on,0,0
D:\CVprojects\DL-Project\data\off\b5cf6ea8_nohash_6.wav,off,train,off,0,0
D:\CVprojects\DL-Project\data\go\8e05039f_nohash_4.wav,go,train,go,0,0
D:\CVprojects\DL-Project\data\three\e2286c18_nohash_0.wav,unknown,train,three,0,0
D:\CVprojects\DL-Project\data\no\5769c5ab_nohash_3.wav,no,train,no,0,0
D:\CVprojects\DL-Project\data\down\a293e285_nohash_3.wav,down,train,down,0,0
D:\CVprojects\DL-Project\data\right\74241b28_nohash_1.wav,right,train,right,0,0
D:\CVprojects\DL-Project\data\down\fda46b78_nohash_0.wav,down,train,down,0,0
D:\CVprojects\DL-Project\data\down\da15e796_nohash_2.wav,down,train,down,0,0
D:\CVprojects\DL-Project\data\wow\983577be_nohash_0.wav,unknown,train,wow,0,0
D:\CVprojects\DL-Project\data\_background_noise_\dude_miaowing.wav,silence,train,_background_noise_,1,541448
D:\CVprojects\DL-Project\data\off\f035e2ea_nohash_1.wav,off,train,off,0,0
D:\CVprojects\DL-Project\data\off\9b027ecf_nohash_2.wav,off,train,off,0,0
D:\CVprojects\DL-Project\data\right\af790082_nohash_0.wav,right,train,right,0,0
D:\CVprojects\DL-Project\data\three\721f767c_nohash_1.wav,unknown,train,three,0,0
D:\CVprojects\DL-Project\data\right\7c83c5f6_nohash_2.wav,right,train,right,0,0
D:\CVprojects\DL-Project\data\eight\61e2f74f_nohash_1.wav,unknown,train,eight,0,0
D:\CVprojects\DL-Project\data\nine\472b8045_nohash_3.wav,unknown,train,nine,0,0
D:\CVprojects\DL-Project\data\go\bab36420_nohash_4.wav,go,train,go,0,0
D:\CVprojects\DL-Project\data\backward\86f3558f_nohash_0.wav,unknown,train,backward,0,0
D:\CVprojects\DL-Project\data\seven\de3fe344_nohash_3.wav,unknown,train,seven,0,0
D:\CVprojects\DL-Project\data\_background_noise_\running_tap.wav,silence,train,_background_noise_,1,945196
D:\CVprojects\DL-Project\data\_background_noise_\dude_miaowing.wav,silence,train,_background_noise_,1,467836
D:\CVprojects\DL-Project\data\_background_noise_\running_tap.wav,silence,train,_background_noise_,1,840104
D:\CVprojects\DL-Project\data\no\39dce8cc_nohash_1.wav,no,train,no,0,0
D:\CVprojects\DL-Project\data\left\f736ab63_nohash_2.wav,left,train,left,0,0
D:\CVprojects\DL-Project\data\up\c9b653a0_nohash_3.wav,up,train,up,0,0
D:\CVprojects\DL-Project\data\no\7213ed54_nohash_4.wav,no,train,no,0,0
D:\CVprojects\DL-Project\data\stop\f30285c8_nohash_2.wav,stop,train,stop,0,0
D:\CVprojects\DL-Project\data\right\fe31cb13_nohash_0.wav,right,train,right,0,0
D:\CVprojects\DL-Project\data\off\6a014b29_nohash_0.wav,off,train,off,0,0
D:\CVprojects\DL-Project\data\go\92b2bf59_nohash_0.wav,go,train,go,0,0
D:\CVprojects\DL-Project\data\yes\3ee0fc39_nohash_2.wav,yes,train,yes,0,0
D:\CVprojects\DL-Project\data\down\b5935410_nohash_1.wav,down,train,down,0,0
D:\CVprojects\DL-Project\data\off\3b195250_nohash_0.wav,off,train,off,0,0
D:\CVprojects\DL-Project\data\eight\fcb25a78_nohash_1.wav,unknown,train,eight,0,0
D:\CVprojects\DL-Project\data\down\aeb99b1c_nohash_2.wav,down,train,down,0,0
D:\CVprojects\DL-Project\data\down\e7ea8b76_nohash_5.wav,down,train,down,0,0
D:\CVprojects\DL-Project\data\up\327289eb_nohash_0.wav,up,train,up,0,0
D:\CVprojects\DL-Project\data\stop\ec201020_nohash_0.wav,stop,train,stop,0,0
D:\CVprojects\DL-Project\data\_background_noise_\dude_miaowing.wav,silence,train,_background_noise_,1,203663
D:\CVprojects\DL-Project\data\go\caa4779f_nohash_1.wav,go,train,go,0,0
D:\CVprojects\DL-Project\data\stop\eaa83485_nohash_2.wav,stop,train,stop,0,0
D:\CVprojects\DL-Project\data\left\215699ff_nohash_1.wav,left,train,left,0,0
D:\CVprojects\DL-Project\data\yes\1ecfb537_nohash_3.wav,yes,train,yes,0,0
D:\CVprojects\DL-Project\data\stop\62581901_nohash_0.wav,stop,train,stop,0,0
D:\CVprojects\DL-Project\data\_background_noise_\running_tap.wav,silence,train,_background_noise_,1,499676
D:\CVprojects\DL-Project\data\on\b544d4fd_nohash_0.wav,on,train,on,0,0
D:\CVprojects\DL-Project\data\go\80fe1dc7_nohash_0.wav,go,train,go,0,0
D:\CVprojects\DL-Project\data\off\9886d8bf_nohash_1.wav,off,train,off,0,0
D:\CVprojects\DL-Project\data\one\0ba018fc_nohash_0.wav,unknown,train,one,0,0
D:\CVprojects\DL-Project\data\three\ca4912b6_nohash_2.wav,unknown,train,three,0,0
D:\CVprojects\DL-Project\data\down\b6091c84_nohash_0.wav,down,train,down,0,0
D:\CVprojects\DL-Project\data\stop\f250345e_nohash_0.wav,stop,train,stop,0,0
D:\CVprojects\DL-Project\data\right\a04817c2_nohash_1.wav,right,train,right,0,0
D:\CVprojects\DL-Project\data\go\3c6d55b3_nohash_0.wav,go,train,go,0,0
D:\CVprojects\DL-Project\data\up\833d9f56_nohash_2.wav,up,train,up,0,0
D:\CVprojects\DL-Project\data\up\0717b9f6_nohash_1.wav,up,train,up,0,0
D:\CVprojects\DL-Project\data\up\131e738d_nohash_3.wav,up,train,up,0,0
D:\CVprojects\DL-Project\data\learn\ace072ba_nohash_0.wav,unknown,train,learn,0,0
D:\CVprojects\DL-Project\data\eight\5f9cd2eb_nohash_4.wav,unknown,train,eight,0,0
D:\CVprojects\DL-Project\data\four\90b0b91a_nohash_0.wav,unknown,train,four,0,0
D:\CVprojects\DL-Project\data\zero\69a1a79f_nohash_2.wav,unknown,train,zero,0,0
D:\CVprojects\DL-Project\data\no\8ff44869_nohash_1.wav,no,train,no,0,0
D:\CVprojects\DL-Project\data\eight\25e95412_nohash_0.wav,unknown,train,eight,0,0
D:\CVprojects\DL-Project\data\cat\ff21fb59_nohash_1.wav,unknown,train,cat,0,0
D:\CVprojects\DL-Project\data\off\6124b431_nohash_0.wav,off,train,off,0,0
D:\CVprojects\DL-Project\data\go\0717b9f6_nohash_2.wav,go,train,go,0,0
D:\CVprojects\DL-Project\data\no\f01a0d63_nohash_1.wav,no,train,no,0,0
D:\CVprojects\DL-Project\data\right\fb727898_nohash_0.wav,right,train,right,0,0
D:\CVprojects\DL-Project\data\up\f5626af6_nohash_1.wav,up,train,up,0,0
D:\CVprojects\DL-Project\data\down\2a1f4853_nohash_0.wav,down,train,down,0,0
D:\CVprojects\DL-Project\data\go\7e7ca854_nohash_2.wav,go,train,go,0,0
D:\CVprojects\DL-Project\data\on\1b18600d_nohash_0.wav,on,train,on,0,0
D:\CVprojects\DL-Project\data\on\5f8097e1_nohash_0.wav,on,train,on,0,0
D:\CVprojects\DL-Project\data\no\0362539c_nohash_0.wav,no,train,no,0,0
D:\CVprojects\DL-Project\data\down\caa7feaf_nohash_0.wav,down,train,down,0,0
D:\CVprojects\DL-Project\data\_background_noise_\pink_noise.wav,silence,train,_background_noise_,1,801215
D:\CVprojects\DL-Project\data\off\1ed0b13d_nohash_1.wav,off,train,off,0,0
D:\CVprojects\DL-Project\data\stop\322d17d3_nohash_3.wav,stop,train,stop,0,0
D:\CVprojects\DL-Project\data\stop\48e8b82a_nohash_1.wav,stop,train,stop,0,0
D:\CVprojects\DL-Project\data\yes\f01a0d63_nohash_0.wav,yes,train,yes,0,0
D:\CVprojects\DL-Project\data\down\ec545975_nohash_0.wav,down,train,down,0,0
D:\CVprojects\DL-Project\data\on\fb8c31a9_nohash_3.wav,on,train,on,0,0
D:\CVprojects\DL-Project\data\stop\08ab231c_nohash_1.wav,stop,train,stop,0,0
D:\CVprojects\DL-Project\data\happy\b2ae3928_nohash_0.wav,unknown,train,happy,0,0
D:\CVprojects\DL-Project\data\left\91bed2e0_nohash_1.wav,left,train,left,0,0
D:\CVprojects\DL-Project\data\follow\29229c21_nohash_4.wav,unknown,train,follow,0,0
D:\CVprojects\DL-Project\data\left\aff582a1_nohash_3.wav,left,train,left,0,0
D:\CVprojects\DL-Project\data\one\b9f46737_nohash_0.wav,unknown,train,one,0,0
D:\CVprojects\DL-Project\data\yes\9b8a7439_nohash_4.wav,yes,train,yes,0,0
D:\CVprojects\DL-Project\data\no\6414258b_nohash_0.wav,no,train,no,0,0
D:\CVprojects\DL-Project\data\yes\235b444f_nohash_3.wav,yes,train,yes,0,0
D:\CVprojects\DL-Project\data\stop\20174140_nohash_0.wav,stop,train,stop,0,0
D:\CVprojects\DL-Project\data\stop\023a61ad_nohash_0.wav,stop,train,stop,0,0
D:\CVprojects\DL-Project\data\nine\c137814b_nohash_0.wav,unknown,train,nine,0,0
D:\CVprojects\DL-Project\data\up\25e95412_nohash_3.wav,up,train,up,0,0
D:\CVprojects\DL-Project\data\go\cd671b5f_nohash_4.wav,go,train,go,0,0
D:\CVprojects\DL-Project\data\right\5165cf0a_nohash_0.wav,right,train,right,0,0
D:\CVprojects\DL-Project\data\on\adc216c5_nohash_0.wav,on,train,on,0,0
D:\CVprojects\DL-Project\data\yes\50d1c8e3_nohash_0.wav,yes,train,yes,0,0
D:\CVprojects\DL-Project\data\up\b6091c84_nohash_0.wav,up,train,up,0,0
D:\CVprojects\DL-Project\data\visual\89947bd7_nohash_2.wav,unknown,train,visual,0,0
D:\CVprojects\DL-Project\data\six\9be15e93_nohash_4.wav,unknown,train,six,0,0
D:\CVprojects\DL-Project\data\off\cc3b5b62_nohash_1.wav,off,train,off,0,0
D:\CVprojects\DL-Project\data\stop\18e910f4_nohash_1.wav,stop,train,stop,0,0
D:\CVprojects\DL-Project\data\forward\9b8a7439_nohash_0.wav,unknown,train,forward,0,0
D:\CVprojects\DL-Project\data\no\34d5aa5a_nohash_1.wav,no,train,no,0,0
D:\CVprojects\DL-Project\data\stop\ac9dee0e_nohash_0.wav,stop,train,stop,0,0
D:\CVprojects\DL-Project\data\seven\1473be6a_nohash_1.wav,unknown,train,seven,0,0
